SurveyId,AmazonIdentifier,AssignmentId,DurationInSeconds,StartTime,CompletionTime,ApprovalStatus,AmountPaid,AmountBonused,Estimated CloudResearch Fee,Actual Completion Code,,Gender,GenderConsistency,Feedback
299873,A2YC6PEMIRSOAA,3E13VNJ1NOHMSBJ9YOXO918FBVHI17,2017,6/10/2021 4:46:47 PM,6/10/2021 5:20:24 PM,Approved,7.00,5.24,0.700000,,,Female,100.00%,
299873,A2CUAZD7OJDFYR,3D4CH1LGEBFQLPG9CDCE3VDIUUDG9M,2026,6/10/2021 4:46:49 PM,6/10/2021 5:20:35 PM,Approved,7.00,5.09,0.700000,,,Female,100.00%,
299873,A3CH1Z6J9R38G9,3DZQRBDBSM17WS0KQ45L1WTZIDXS31,2123,6/10/2021 4:46:47 PM,6/10/2021 5:22:10 PM,Approved,7.00,6.63,0.700000,,,,,
299873,A3BU8UL4W258UU,35L9RVQFCP425DZNUUPNKRCXMF0HUD,2200,6/10/2021 4:46:58 PM,6/10/2021 5:23:38 PM,Approved,7.00,7.46,0.700000,,,Male,100.00%,
299873,ANFWGSQ8BQRZ,3EQHHY4HQTE7K2EX9NZXRF8G8YUG5V,2310,6/10/2021 4:51:59 PM,6/10/2021 5:30:29 PM,Approved,7.00,4.15,0.700000,,,Male,100.00%,
299873,A7ERZELTAMWL5,338JKRMM27LIQ4LPOP8WKQ03FC8AHU,2659,6/10/2021 4:46:47 PM,6/10/2021 5:31:06 PM,Approved,7.00,5.69,0.700000,,,Male,100.00%,
299873,AEWPAZBYA7XE,37Q970SNZFUBMPM530R2D3E2KTJS19,2986,6/10/2021 4:46:46 PM,6/10/2021 5:36:32 PM,Approved,7.00,7.20,0.700000,,,Male,100.00%,
299873,AK1Q45RF8A87Z,351SEKWQS132GPPCZWFB2WG5H14DM8,3281,6/10/2021 4:48:51 PM,6/10/2021 5:43:32 PM,Approved,7.00,4.89,0.700000,,,Female,100.00%,
299873,A1C5SQZ045W0L5,32RIADZISTQSEOJOQIA4B1L5WDTS4M,2380,6/10/2021 5:04:01 PM,6/10/2021 5:43:41 PM,Approved,7.00,5.46,0.700000,,,Male,100.00%,
299873,A2BK9RMC0NOIH8,3F6KKYWMNCN8Y7ACBXUBFB55MREDN8,3430,6/10/2021 4:46:45 PM,6/10/2021 5:43:55 PM,Approved,7.00,7.07,0.700000,,,Male,100.00%,
299873,A2Z6NL0CTXY0ZB,36V4Q8R5ZLMW5YTH4ILV2VN40GTMQM,4604,6/10/2021 4:47:04 PM,6/10/2021 6:03:48 PM,Approved,7.00,0.00,0.700000,,,,,
299873,A2MWAXV1YRK5GH,39ZSFO5CA9IYWJUDIUS8W4SCZ74JUK,5555,6/10/2021 4:47:07 PM,6/10/2021 6:19:42 PM,Approved,7.00,6.17,0.700000,,,Female,100.00%,
299873,A1CMWA0L8FTSXA,3K4J6M3CXFF4Q8QE4JQEZQO20CVAGV,5605,6/10/2021 4:46:47 PM,6/10/2021 6:20:12 PM,Approved,7.00,5.43,0.700000,,,,,
299873,A1USR9JCAMDGM3,3RXCAC0YISBQ7KXZ7L603ZI7AOVG8X,6049,6/10/2021 4:46:45 PM,6/10/2021 6:27:34 PM,Approved,7.00,5.15,0.700000,,,,,
299873,A2NXMRPHG86N2T,3DIP6YHAPDESN6181QGC3WXVX8H8E9,6090,6/10/2021 4:49:11 PM,6/10/2021 6:30:41 PM,Approved,7.00,5.07,0.700000,,,,,
299873,A26K8OELA8ZDI9,3OB0CAO74IBJMMJS4VMCNCIAI3BHYB,7529,6/10/2021 4:46:46 PM,6/10/2021 6:52:15 PM,Approved,7.00,6.80,0.700000,,,Male,100.00%,
299873,A2PXJTMWGUE5DC,33JKGHPFYDGB21GPOQTEY1SZV56MNZ,8627,6/10/2021 4:46:44 PM,6/10/2021 7:10:31 PM,Approved,7.00,5.59,0.700000,,,,,
299873,A2R75YFKVALBXE,3L4PIM1GQU2WBGXV00Y61GKG5C9RYI,12217,6/10/2021 4:46:46 PM,6/10/2021 8:10:23 PM,Approved,7.00,5.81,0.700000,,,Male,100.00%,
299873,A26V9C29612LZT,3AAJC4I4FHEFIIONOHRGDW7R1PJJZ9,12850,6/10/2021 4:47:27 PM,6/10/2021 8:21:37 PM,Approved,7.00,6.39,0.700000,,,Male,100.00%,
299873,A397HP5TSIF2LO,354P56DE9LPPXB17SG8BED5FNFJS76,13582,6/10/2021 5:16:33 PM,6/10/2021 9:02:55 PM,Approved,7.00,5.61,0.700000,,,,,
299873,AURYD2FH3FUOQ,36PW28KO40I66UUNYO0QZN3QNWGAEE,21076,6/10/2021 4:46:45 PM,6/10/2021 10:38:01 PM,Approved,7.00,5.50,0.700000,,,Female,100.00%,
299873,A1G187YBG0DVMQ,36TFCYNS45WUMHTIZZ0A4YB1GXHHX5,24558,6/10/2021 4:46:45 PM,6/10/2021 11:36:03 PM,Approved,7.00,4.81,0.700000,,,Male,100.00%,
299873,A1K1E4KCVW1HOZ,3OLF68YTNANYC8UJTZKWH5OQZXVAFW,33137,6/10/2021 4:51:45 PM,6/11/2021 2:04:02 AM,Approved,7.00,4.81,0.700000,,,,,
299873,A25R2OI9L2Q1OW,369J354OFEW336EBE692JLMG4T5G6B,38900,6/10/2021 4:46:45 PM,6/11/2021 3:35:05 AM,Approved,7.00,6.70,0.700000,,,Male,100.00%,
299873,A320QA9HJFUOZO,3KRVW3HTZO78IE8UWMA0XV25I4EMSB,75836,6/10/2021 4:46:47 PM,6/11/2021 1:50:43 PM,Approved,7.00,6.80,0.700000,,,,,
299873,A1F9KLZGHE9DTA,3PB5A5BD0WSM76SGXGEUPZMCZ4PG7A,77898,6/10/2021 4:46:45 PM,6/11/2021 2:25:03 PM,Approved,7.00,6.67,0.700000,,,Male,100.00%,
299873,A2S64AUN7JI7ZS,3H7Z272LX8TRZ4AH4T5R2DI5VFHPLW,78429,6/10/2021 4:46:47 PM,6/11/2021 2:33:56 PM,Approved,7.00,7.07,0.700000,,,Male,100.00%,
299873,A2NA6X1SON3KFH,3TY7ZAOG5G6DRHOF28E08C4IY70K0H,79444,6/10/2021 4:46:47 PM,6/11/2021 2:50:51 PM,Approved,7.00,5.89,0.700000,,,Male,100.00%,
299873,A3B7TNVOISSZ2O,3MRNMEIQW6SIA77RZKEW2J1GHWEDL6,83669,6/10/2021 4:52:47 PM,6/11/2021 4:07:16 PM,Approved,7.00,7.35,0.700000,,,Male,100.00%,
299873,AVXEDARJC5HLU,3FE2ERCCZYUZ5PDEHLLJUUMZQKMPOD,119682,6/10/2021 4:46:47 PM,6/12/2021 2:01:29 AM,Approved,7.00,5.96,0.700000,,,Male,100.00%,
299873,A114JRUBJ5IN7D,3K4J6M3CXFF4Q8QE4JQEZQO20CVGA1,164830,6/10/2021 5:03:33 PM,6/12/2021 2:50:43 PM,Approved,7.00,6.44,0.700000,,,Male,100.00%,
299873,A3QLGMZOLGMBQ1,3H8DHMCCWAX7Q1P9EK2VNJO1SW9DK3,167920,6/10/2021 4:46:44 PM,6/12/2021 3:25:24 PM,Approved,7.00,5.87,0.700000,,,Male,100.00%,
299873,A1KS9LITOVPAT8,3DUZQ9U6SNAR8123AEBRKRLI93LSV5,2144,6/12/2021 4:47:57 PM,6/12/2021 5:23:41 PM,Approved,7.00,6.13,0.700000,,,Male,100.00%,
299873,A33X52IN60MSOE,3M1CVSFP61RV3XKS7FVQT4S465ZQAD,2403,6/12/2021 4:47:41 PM,6/12/2021 5:27:44 PM,Approved,7.00,5.30,0.700000,,,Male,100.00%,
299873,A2EGOCAO0VL2S8,3KYQYYSHYWTQGSAOCCUOU05AC1JDON,4538,6/12/2021 4:53:24 PM,6/12/2021 6:09:02 PM,Approved,7.00,5.02,0.700000,,,Female,100.00%,
299873,A2WQT33K6LD9Z5,34J10VATJGKA9F3QJ3N3A2GNJBVQI4,81449,6/11/2021 9:16:22 PM,6/12/2021 7:53:51 PM,Approved,7.00,5.20,0.700000,,,,,
299873,A1PBFDQR599N3K,386CSBG1O08UGV8PH2EEDZQIANZ6QV,2566,6/13/2021 12:35:18 AM,6/13/2021 1:18:04 AM,Approved,7.00,5.31,0.700000,,,Female,100.00%,
299873,AW5O1RK3W60FC,3DYGAII7PMU2Q1QUWYDNJZHZ5L4PQL,98637,6/12/2021 4:49:15 PM,6/13/2021 8:13:12 PM,Approved,7.00,5.39,0.700000,,,Female,100.00%,
299873,ACAJFF4MF5S5X,3P4RDNWND6STNSZDOD3UD1415ICJIJ,115417,6/12/2021 4:47:30 PM,6/14/2021 12:51:07 AM,Approved,7.00,4.98,0.700000,,,,,
299873,A3BUWQ5C39GRQC,388U7OUMF8NZEL1ASSNX9OQWT9M0R2,3877,6/14/2021 4:48:22 PM,6/14/2021 5:52:59 PM,Approved,7.00,5.85,0.700000,,,Female,100.00%,